,text,Filename,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,label,Trust,error,Pid1,Pid2,ER_Pid,ER_language,ER_gender,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,reading_ease,fernandez_huertta,syble,gunning,inse,automated,freq_complex_word,difficult,dale,coleman,smog,kincaid,flesch,freq_long_word,Polysyllable_count,sent_count,i,Pronoun,Ipron,Article,Conj,Adj,Interrog,Drives,Bio,Health,nonflu,Affiliation,Achieve,Focuspresent,Relativ,Space,prob_rf_f,prob_rf_t,prob_gau_f,prob_gau_t
2960,mhm,p308p309-part2_ch1_1189.713490_1190.213490_q15_T_T,0.5,160.8727056,221.7596633,176.9425976,15.45192669,172.9592389,243.2733886,0.957446809,48.27295197,60.6088928,56.27196395,3.032662272,55.31433096,0.015422412,0.063744016,22.6338778,2,1,0,TRUE,1,308,309,309,English,Female,-0.6277,1.1009,-0.9046,-0.4784,-1.0168,-0.498,-0.7442,1.8074,1.3521,-1.3741,-1.0324,-1.7234,-0.3493,-0.5654,-0.5222,1.9621,-0.9659,1,121.22,145.8,1,0.4,-0.5,-6.9,0.05,0,0.05,-28.01,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.64,0.62,0.38
2961,um how many roommates do you have,p202p203-part1_ch2_384.793469_388.017469_q24_F_T,3.22399093,77.84858654,297.8738085,212.4923009,54.38713455,216.9524385,550.6606191,0.482758621,33.58679169,83.00903874,74.77921401,15.43263315,69.85543391,0.026108202,0.048339186,14.13511856,2.171221989,7,0,TRUE,1,202,203,202,English,Female,0.1892,-0.8355,-0.4626,0.208,0.062,0.3096,-0.0922,-0.5263,0.0148,1.256,1.3252,1.3258,0.9894,0.2833,-0.9452,-0.039,-0.8494,7,106.67,133.7,8,2.8,2.5,0.3,6.24,1,6.24,2.44,0,0.1,106.67,0.142857143,0,1,0,0.142857143,0,0,0.142857143,0,0.142857143,0.142857143,0,0,0.142857143,0.142857143,0,0.285714286,0.142857143,0.142857143,0.47,0.53,0.47,0.53
2962,way way back what is it about,p352p353-part1_ch2_1110.508780_1111.948780_q17_T_F,1.44,75.82369312,129.8204705,94.12235968,10.61243366,91.99889203,165.7546776,0.397163121,20.05811558,70.26349733,60.30266013,12.69789213,55.78706826,0.0429037,0.13916254,7.152553879,4.861111111,7,1,FALSE,1,352,353,352,English,Male,-0.394,-0.3517,-1.0731,-0.6977,-0.8762,-0.5245,-0.6236,-0.7329,-1.1235,-0.1683,-0.4751,0.5564,-0.2424,0.9966,0.9885,-1.1133,0.9497,7,115.13,139.7,7,2.8,2.5,-2.5,0.35,0,0.35,-0.87,0,-1.2,115.13,0,0,1,0,0.285714286,0.285714286,0,0,0,0.142857143,0,0,0,0,0,0,0.142857143,0.428571429,0.428571429,0.82,0.18,0.44,0.56
2963,okay,p310p311-part1_ch2_596.133250_596.640730_q15_T_T,0.507482993,76.00589178,553.4865529,301.4584708,125.7025066,248.6338802,2654.83786,0.680851064,47.54258531,65.19873973,60.54980684,4.337590112,60.58831904,0.067299277,0.137172583,8.331169346,1.970509383,1,0,TRUE,1,310,311,310,English,Female,-0.6254,-0.8785,1.0217,1.9256,2.038,0.8913,4.3706,0.4476,1.2856,-0.8352,-0.4874,-1.4025,0.1362,3.5546,1.494,-1.4055,-0.986,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.82,0.37,0.63
2964,a dancer,p544p545-part2_ch1_152.738455_153.491545_q3_F_F,0.7530839,150.7526824,327.7064291,216.9759017,54.77886647,197.1267421,527.4566924,0.638888889,21.63293872,73.41459377,67.21940912,12.70889402,66.19031073,0.026409686,0.084410701,10.12507264,2.65574659,2,1,FALSE,1,544,545,545,English,Female,-0.5518,0.8649,-0.2894,0.2945,0.0729,-0.0544,-0.1415,0.2413,-1.0737,0.1295,0.3622,0.656,0.652,0.3072,0.0452,-0.9831,-0.5195,2,120.21,144.8,2,0.8,0,-4,0.1,0,0.1,-10.31,0,-3.1,120.21,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,0.55,0.45
2965,uh have you ever gone ice skating,p314p315-part1_ch2_151.899690_153.272440_q17_F_F,1.372743764,170.6276837,363.7254863,204.7987028,33.09237252,199.5809062,391.2405108,0.664179104,31.57583357,58.58032339,51.75348668,5.800681013,48.41583982,0.022559766,0.114650671,7.584733491,5.099276487,7,1,FALSE,1,314,315,314,English,Female,-0.366,1.3285,-0.0802,0.0594,-0.528,-0.0093,-0.4304,0.3656,-0.1684,-1.6123,-1.608,-1.0427,-0.9845,0.0015,0.8756,-1.5813,1.1439,7,89.75,121.7,9,2.8,2.5,0.3,6.24,1,6.24,2.44,0,2.5,89.75,0.142857143,0,1,0,0.142857143,0,0,0,0,0,0,0,0,0.142857143,0,0,0.142857143,0.285714286,0,0.77,0.23,0.33,0.67
2966,who do you love more your mom or your dad,p314p315-part2_ch1_280.959150_283.132790_q13_T_F,2.173650794,93.59370143,225.3040118,174.979264,39.79788427,186.8550224,214.5984715,0.682242991,49.91812231,79.75679332,69.12070833,4.581284465,66.63401079,0.022291472,0.086073591,13.14843999,4.600554988,10,1,FALSE,1,314,315,315,English,Female,-0.1258,-0.4682,-0.884,-0.5163,-0.3422,-0.2429,-0.805,0.4544,1.5019,0.8741,0.6044,-1.3426,0.6928,-0.0198,0.0909,-0.2713,0.8044,10,112.09,136.7,10,4,4,-1.5,0.5,0,0.5,-0.21,0,0.1,112.09,0,0,1,0,0.4,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0,0.78,0.22,0.53,0.47
2967,what was it's name,p334p335-part2_ch1_114.821490_115.811490_q22_T_T,0.99,184.6336461,245.0254346,205.6226638,16.48161191,204.4246739,296.6991057,0.479166667,42.50376663,79.23393598,71.73150511,7.764014931,68.40865284,0.014169987,0.070297786,12.92808881,4.04040404,4,0,TRUE,1,334,335,335,English,Female,-0.4807,1.6551,-0.7695,0.0753,-0.9882,0.0796,-0.6309,-0.544,0.8267,0.8127,0.937,-0.56,0.8562,-0.6648,-0.3423,-0.3232,0.423,4,118.18,142.8,4,1.6,1,2.9,0.2,0,0.2,-2.91,0,-2.3,118.18,0,0,1,0,0.25,0.25,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0.19,0.81,0.56,0.44
2968,nope never,p250p251-part2_ch1_921.455440_922.289130_q24_T_T,0.833696145,94.5062043,278.5657433,129.3767668,35.73201124,121.1681814,655.2576684,0.4125,23.90556962,76.34548553,70.0846297,20.71986816,63.59232745,0.036766695,0.106394819,9.424271877,2.398955557,2,0,TRUE,1,250,251,251,English,Male,-0.5758,0.0841,-0.2093,-0.017,-0.1802,0.011,0.4146,-0.6575,-0.7732,0.5458,0.771,2.529,0.4762,0.5093,0.0887,-0.5784,-0.7264,2,77.91,114.8,3,0.8,0,0.8,0.1,0,0.1,-4.51,0,2.9,77.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.19,0.81,0.40,0.60
2969,oh yeah that must be nice do you use it a lot,p262p263-part2_ch1_624.282830_627.152830_q11_T_T,2.87,75.53980983,554.7759198,182.0038447,67.16765917,189.236737,686.6893018,0.338028169,27.45761136,74.09229649,66.74713559,15.77394274,59.85392678,0.024220743,0.070922837,10.06006499,4.181184669,12,0,TRUE,1,262,263,263,English,Female,0.083,-0.8893,1.0292,-0.3807,0.4161,-0.1992,0.1963,-1.2379,-0.5434,0.209,0.302,1.4097,0.0686,0.1334,-0.3251,-0.9985,0.5189,12,110.06,134.6,12,4.8,5,-2.2,0.6,0,0.6,-1.76,0,0.9,110.06,0,0,1,0,0.25,0.166666667,0.083333333,0,0.083333333,0,0,0,0,0.083333333,0,0,0.25,0,0,0.52,0.48,0.43,0.57
2970,you didn't like that movie russell crow,p490p491-part1_ch2_353.797620_355.725230_q17_F_F,1.927619048,113.0843007,149.1377244,130.8780516,9.420031563,127.6706555,138.3354981,0.835978836,42.20525564,74.33265726,69.80484783,6.161550565,69.07772658,0.014235438,0.050066869,17.75930307,3.631422925,7,1,FALSE,1,490,491,490,English,Male,-0.2478,0.5174,-0.9609,0.012,-0.9092,0.1304,-0.6817,1.4245,0.8932,0.3094,0.7354,-1.0509,0.9813,-1.2801,-1.458,1.3841,0.1126,7,89.75,121.7,9,2.8,2.5,7,6.24,1,6.24,6.56,0,2.5,89.75,0.090909091,0,1,0,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.21,0.58,0.42
2971,um what was that like,p310p311-part1_ch2_98.905710_101.515710_q3_T_F,2.61,74.96074774,582.4911167,206.977169,77.51105771,216.9143023,542.5710501,0.251937984,21.63969467,67.96719307,55.81183566,14.16680915,39.14511331,0.041664429,0.103365735,12.0325986,1.915708812,5,1,FALSE,1,310,311,310,English,Female,0.005,-0.9028,1.1901,0.1015,0.7027,0.3089,-0.1094,-1.6611,-1.0731,-0.5101,-1.091,1.0145,-1.838,1.5187,0.5657,-0.534,-1.0233,5,117.16,141.8,5,2,1.5,-3,0.25,0,0.25,-2.01,0,-1.9,117.16,0,0,1,0,0.4,0.4,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.62,0.38,0.32,0.68
2972,okay have you ever stayed in a hospital overnight for medication,p224p225-part1_ch2_67.395120_71.538610_q6_T_F,4.143492063,NA,NA,NA,NA,NA,NA,0,3.12184495,4.875059511,3.698948399,0.2695698,3.656446104,NA,NA,-6.902945363,2.654765553,11,1,FALSE,1,224,225,224,English,Male,0.4167,NA,NA,NA,NA,NA,NA,-2.6855,-2.6657,-7.8458,-7.6858,-2.4997,-5.0418,NA,NA,-4.4227,-0.5523,11,68.77,105.6,17,8.04,6.5,7.2,5.62,1,5.62,10.01,0,6.4,68.77,0.272727273,2,1,0,0.090909091,0,0.090909091,0,0,0,0,0.181818182,0.181818182,0,0,0,0.090909091,0.272727273,0.181818182,#N/A,#N/A,#N/A,#N/A
2973,have you ever gone um just like to the er or anything for and not been um stayed not stayed overnight,p336p337-part1_ch2_426.138810_433.008810_q8_F_T,6.87,72.90753968,277.6913106,156.4863993,55.95938492,169.4537466,527.7217994,0.529239766,16.45042127,65.65724383,56.15915266,11.19221458,52.35205981,0.03623912,0.084394404,9.168345565,3.056768559,21,0,TRUE,1,336,337,336,English,Female,1.2825,-0.9507,-0.5798,-0.8734,0.1056,-0.5624,-0.1409,-0.2978,-1.5457,-0.7813,-1.0468,0.283,-0.6221,1.0878,0.0448,-1.2084,-0.2465,21,92.46,119.4,23,8.4,10.5,7.3,1.04,0,1.04,5.11,0,5.6,92.46,0.095238095,0,1,0,0.095238095,0.047619048,0.047619048,0.095238095,0,0,0,0,0,0.142857143,0,0,0.095238095,0.19047619,0.095238095,0.26,0.74,0.36,0.64
2974,ok um who was the last person you were in a physical fight with,p202p203-part2_ch1_79.634376_87.914376_q5_T_T,8.28,79.06406162,515.098653,231.2043208,57.47860726,252.5808152,292.8939461,0.317575758,35.06083347,86.22358219,74.21653248,15.90401863,51.81513575,0.013354669,0.047636089,21.21913551,1.690821256,14,0,TRUE,1,202,203,203,English,Female,1.7053,-0.8071,0.7988,0.5692,0.1477,0.9637,-0.6389,-1.3384,0.149,1.6334,1.2535,1.4417,-0.6715,-0.7296,-0.9645,1.629,-1.1764,14,91.11,120.6,17,8.46,7,2.4,5.46,1,5.46,2.83,0,4,91.11,0.071428571,1,1,0,0.142857143,0.071428571,0.142857143,0,0.071428571,0.071428571,0,0.071428571,0.071428571,0.071428571,0,0,0,0.142857143,0.071428571,0.21,0.79,0.37,0.63
2975,well gotcha uh oh have have you ever gone ice skating,p426p427-part1_ch2_576.343440_585.535340_q16_T_F,9.191904762,68.16296666,309.7570574,165.6998497,45.56473158,177.913553,206.3733797,0.385371179,24.84519073,79.08535234,66.51161448,17.3543858,47.59253689,0.019135258,0.086159297,16.26950255,1.196705175,11,1,FALSE,1,426,427,426,English,Male,1.9305,-0.5304,-0.0282,0.6843,0.0923,1.0528,-0.5374,-0.7909,-0.6876,0.8675,0.3158,1.7015,-0.9968,-0.891,-0.4669,1.0334,-1.5448,11,94.15,123.6,13,4.4,4.5,2.5,5.62,1,5.62,4.21,0,2.9,94.15,0.090909091,0,1,0,0.090909091,0,0,0,0,0,0,0,0,0.272727273,0,0,0.181818182,0.181818182,0,0.77,0.23,0.38,0.62
2976,do you play tennis,p206p207-part1_ch2_239.517290_240.407290_q19_F_T,0.89,200.4054314,273.0514122,234.5793042,16.65213107,231.2556064,463.3842053,0.569767442,32.87290663,64.89477914,59.92995689,8.046792082,58.70919395,0.023811353,0.066245294,14.92867944,4.494382022,4,0,TRUE,1,206,207,206,English,Female,-0.5107,2.023,-0.6068,0.6344,-0.9835,0.5722,-0.2773,-0.0986,-0.0502,-0.8709,-0.5664,-0.4904,-0.0368,0.1009,-0.4536,0.1479,0.7321,4,92.8,124.8,5,1.6,1,-1.9,0.2,0,0.2,-1.46,0,1.3,92.8,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.18,0.82,0.43,0.57
2977,um have you ever had to stay overnight in a hospital,p202p203-part1_ch2_10.185469_15.257469_q7_T_T,5.071995465,75.3062275,280.9951301,157.1659302,57.66273227,187.3495514,367.1781849,0.488095238,36.23373794,82.635729,74.18366311,14.50216482,67.56192214,0.019121044,0.060359577,16.73323879,2.168771655,11,0,TRUE,1,202,203,202,English,Female,0.7433,-0.8948,-0.5607,-0.8602,0.1528,-0.2339,-0.4814,-0.5001,0.2558,1.2121,1.2494,1.097,0.7782,-0.2716,-0.6152,0.5728,-0.851,11,85.69,117.6,14,4.4,5.5,2.1,0.55,0,0.55,3.69,0,4,85.69,0.181818182,1,1,0,0.090909091,0,0.090909091,0,0,0,0,0.090909091,0.090909091,0.090909091,0,0,0.272727273,0.272727273,0.181818182,0.17,0.83,0.40,0.60
2978,have you ever tweeted,p228p229-part2_ch1_135.043460_135.897100_q8_F_T,0.853650794,78.03775107,472.5241494,127.8415322,95.69750798,91.53892494,1410.024371,0.780487805,24.04377972,72.55598824,68.22997315,12.07521102,68.48149719,0.03780802,0.088174306,14.17231299,4.685756787,4,0,TRUE,1,228,229,229,English,Male,-0.5698,-0.3,0.917,-0.0466,1.4813,-0.5329,2.0155,1.1517,-0.7606,0.1008,0.5347,0.4033,0.9264,0.592,-0.4116,0.5396,0.8303,4,75.88,112.8,6,1.6,1,1.8,7.78,1,7.78,2.9,0,3.7,75.88,0.25,0,1,0,0.25,0,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0.25,0,0.15,0.85,0.42,0.58
2979,but you said that you're allergic to food,p464p465-part2_ch1_850.719010_853.739010_q3_F_T,3.02,77.77353829,488.8144708,110.8435929,60.9441817,100.1374036,551.8567717,0.555183946,16.55739696,68.06475431,58.94160534,12.54968716,54.67182645,0.021134079,0.084092545,11.36947009,2.649006623,8,0,TRUE,1,464,465,465,English,Male,0.0798,-0.3062,1.0116,-0.3748,0.5184,-0.3751,0.1953,0.044,-1.4423,-0.4265,-0.6485,0.52,-0.345,-0.7322,-0.5237,-0.1204,-0.5562,8,88.74,120.7,10,8.2,4,4.9,6.01,1,6.01,4.31,0,2.9,88.74,0.083333333,1,1,0,0.25,0.083333333,0,0.083333333,0,0,0,0.166666667,0.083333333,0,0,0,0.166666667,0,0,0.09,0.91,0.35,0.65
2980,what painter inspires you the most,p228p229-part2_ch1_390.386890_392.221530_q21_T_F,1.834648526,74.58803244,116.9324359,82.76166376,6.970693879,82.21134928,118.5502738,0.455555556,24.70584098,73.13913585,66.85425285,11.86894893,64.93359211,0.033875084,0.083785265,9.381184695,3.270381174,6,1,FALSE,1,228,229,229,English,Male,-0.2756,-0.3805,-1.1479,-0.917,-0.9771,-0.7042,-0.7237,-0.4458,-0.7003,0.1693,0.3595,0.3526,0.5997,0.2796,-0.5321,-0.5885,-0.1332,6,99.23,128.7,7,2.4,2,4.3,6.57,1,6.57,7.18,0,0.9,99.23,0.333333333,0,1,0,0.333333333,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0.88,0.12,0.47,0.53
2981,have you ever gone ice skating,p300p301-part1_ch2_136.627600_137.751260_q16_F_F,1.123650794,108.735633,299.6690986,231.9336509,55.19484773,249.2396159,685.9133998,0.697247706,37.2038257,72.53169546,67.11384396,6.861839269,65.28892613,0.021132038,0.093795539,14.8514774,5.339737251,6,1,FALSE,1,300,301,300,English,Female,-0.4407,-0.1151,-0.4522,0.5833,0.0844,0.9024,0.1946,0.5282,0.3441,0.0258,0.3487,-0.7818,0.569,-0.1119,0.3029,0.1297,1.3075,6,90.77,122.7,8,2.4,2,1.2,6.57,1,6.57,3.35,0,2.1,90.77,0.166666667,0,1,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.333333333,0,0.88,0.12,0.48,0.52
2982,just one roommate uh what's his or her name,p266p267-part1_ch2_104.821100_106.911100_q20_T_F,2.09,90.77899591,505.2242712,113.1947177,66.69792595,99.80000751,527.0076621,0.712195122,25.98859469,69.98718967,64.69257377,11.40676886,64.96868815,0.019757359,0.072579586,16.52047023,4.306220096,9,1,FALSE,1,266,267,266,English,Male,-0.1991,-0.0029,1.1069,-0.3294,0.6778,-0.3813,0.1426,0.8159,-0.5835,-0.2008,0.0841,0.2389,0.603,-0.8416,-0.8398,1.0925,0.5719,9,104.64,131.7,10,3.6,3.5,3.5,5.84,1,5.84,2.87,0,0.9,104.64,0.076923077,0,1,0,0.230769231,0.076923077,0,0.076923077,0,0.076923077,0.076923077,0,0,0.076923077,0.076923077,0,0.076923077,0.076923077,0.076923077,0.82,0.18,0.50,0.50
2983,okay,p540p541-part2_ch1_131.898366_132.362258_q2_F_T,0.463900227,75.4315597,144.89271,111.3227894,20.22631462,112.8148511,391.3729822,0.930232558,48.00640007,69.33265728,64.97455462,6.127134297,62.63611149,0.062599524,0.161373765,8.257077352,2.155635937,1,0,TRUE,1,540,541,541,English,Male,-0.6867,-0.3608,-0.9855,-0.3656,-0.6098,-0.1423,-0.145,1.8879,1.4214,-0.2776,0.12,-1.0593,0.3882,2.5608,1.5984,-0.8532,-0.892,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.84,0.64,0.36
2984,okay,p270p271-part2_ch1_68.897720_69.355180_q2_F_F,0.457460317,78.73954253,265.5344372,179.8290012,74.02353944,153.5112377,675.7348913,0.595238095,32.30681294,68.34551833,61.55411746,10.80821353,56.28388752,0.030368371,0.082733412,9.470908254,2.185981957,1,1,FALSE,1,270,271,271,English,Female,-0.6404,-0.8147,-0.6504,-0.4227,0.6061,-0.8551,0.173,0.0267,-0.1018,-0.4657,-0.3595,0.1886,-0.2601,0.6216,-0.0008,-1.1372,-0.8393,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.42,0.55,0.45
2985,uh wait so um h- i ha wh- why did she why did she end it,p462p463-part1_ch2_596.875950_606.885950_q14_F_F,10.01,76.09146247,557.1502899,118.7078095,65.45264197,105.542661,315.6973329,0.229458918,20.95205654,76.72624356,66.406138,18.72598183,50.21970521,0.053175131,0.099356427,8.489145351,1.598401598,16,1,FALSE,1,462,463,462,English,Male,2.1759,-0.3454,1.4084,-0.223,0.6433,-0.2758,-0.3055,-1.5574,-1.0421,0.5905,0.3024,2.0387,-0.7549,1.8124,-0.1045,-0.7986,-1.2714,16,106,130.5,16,6.4,7,-1.5,0.79,0,0.79,-3.43,0,2.4,106,0,0,1,0.05555556,0.222222222,0.055555556,0,0.055555556,0,0.111111111,0,0,0,0.111111111,0,0,0.055555556,0.111111111,0,0.41,0.59,0.36,0.64
2986,and who ended your last romantic relationship,p338p339-part2_ch1_232.219720_234.519720_q13_F_F,2.3,81.59040048,589.1916994,219.0769625,94.16926548,213.0351457,1292.013117,0.603524229,30.63288624,59.73809636,52.28473125,5.813538327,49.77474159,0.038006378,0.169739893,8.237059795,3.043478261,7,1,FALSE,1,338,339,339,English,Female,-0.0879,-0.7482,1.229,0.3351,1.1643,0.2377,1.4801,0.0674,-0.2542,-1.4763,-1.5403,-1.0396,-0.8593,1.2282,2.3883,-1.4277,-0.2556,7,38.99,85.7,13,14.23,4.5,8.3,10.75,3,10.75,12.36,0,9.6,38.99,0.285714286,2,1,0,0.285714286,0.142857143,0,0.142857143,0,0.142857143,0.285714286,0,0,0,0.285714286,0,0,0.285714286,0,0.75,0.25,0.10,0.90
2987,so,p250p251-part2_ch1_840.194180_840.865690_q15_F_T,0.671519274,87.33589343,124.1818489,92.71901825,7.868391729,89.74100272,140.8102013,0.640625,46.576893,74.62381694,71.02257072,9.273455241,71.49585141,0.017749841,0.032768655,20.46764985,1.489160532,1,0,TRUE,1,250,251,251,English,Male,-0.6244,-0.0832,-1.1058,-0.7248,-0.9522,-0.5659,-0.6765,0.464,1.2913,0.3436,0.8905,-0.2856,1.2039,-1.001,-1.933,2.0218,-1.3457,1,121.22,145.8,1,0.4,-0.5,-11.6,0.05,0,0.05,-33.81,0,-3.5,121.22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.72,0.28
2988,uh where in seattle were you born,p448p449-part1_ch2_13.651011_16.131011_q1_F_F,2.48,76.4378881,134.3335592,106.5422674,8.698816062,104.6610461,121.772331,0.665306122,25.84614989,73.80583004,67.31230648,14.30287989,65.15545556,0.015797269,0.060515482,13.55966536,2.822580645,7,1,FALSE,1,448,449,448,English,Male,-0.0821,-0.3374,-1.0469,-0.4579,-0.9292,-0.292,-0.7168,0.5854,-0.5965,0.2476,0.4178,0.9511,0.6201,-1.1561,-1.1711,0.3953,-0.438,7,106.67,133.7,8,2.8,2.5,0.3,6.24,1,6.24,2.44,0,0.1,106.67,0.142857143,0,1,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0.142857143,0,0,0,0.428571429,0.285714286,0.79,0.21,0.51,0.49
2989,mm and what was your major in college,p354p355-part1_ch2_736.599950_741.362030_q20_F_F,4.762086168,107.3251307,157.0788903,125.1467675,8.944530955,123.987392,48.35795151,0.44397463,22.37692917,73.3297872,63.76190408,16.08705176,50.72963843,0.013632928,0.066217248,19.25169378,1.679936002,8,1,FALSE,1,354,355,354,English,Male,0.6022,0.383,-0.9148,-0.0987,-0.9224,0.0628,-0.8725,-0.5028,-0.9124,0.1917,-0.0344,1.3898,-0.708,-1.328,-1.0145,1.7355,-1.2159,8,88.74,120.7,10,3.2,3,0.2,0.4,0,0.4,2.1,0,2.9,88.74,0.125,0,1,0,0.25,0.125,0,0.125,0,0.125,0,0,0,0.125,0,0,0,0.125,0.125,0.81,0.19,0.47,0.53
2990,twenty one ha,p448p449-part2_ch1_50.865315_51.425315_q21_F_F,0.56,78.42989414,113.7485875,105.9128738,6.30290125,107.4805473,177.6653219,0.547169811,43.9437447,78.93400951,68.87623784,9.042696859,57.71786889,0.03646582,0.103887654,11.84267068,5.357142857,3,1,FALSE,1,448,449,449,English,Male,-0.6579,-0.2909,-1.1664,-0.47,-0.9956,-0.2403,-0.5983,0.0046,1.0515,0.8497,0.6171,-0.3424,-0.0646,0.4854,0.0199,-0.009,1.2873,3,93.81,125.8,4,1.2,0.5,-2.7,0.15,0,0.15,-4.29,0,0.9,93.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.26,0.47,0.53
2991,and refrigerator that kind of stuff,p504p505-part2_ch1_77.404780_79.446560_q4_T_T,2.041768707,182.0744001,598.2251212,465.5709672,136.7399424,531.9267301,1382.63283,0.358208955,15.49415575,39.90002175,24.53917474,3.680566616,20.78573044,0.073880885,0.213437211,8.077746575,2.93862864,6,0,TRUE,1,504,505,505,English,Female,-0.1653,1.5954,1.2815,5.0941,2.3438,6.0922,1.6723,-1.1387,-1.6327,-3.8056,-5.0748,-1.5641,-3.5282,4.0773,3.5882,-1.4652,-0.327,6,56.93,98.7,10,9.07,3,5.1,6.57,1,6.57,8.17,0,6.8,56.93,0.166666667,1,1,0,0.333333333,0.333333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.13,0.87,0.00,1.00
2992,why'd you hate it,p300p301-part2_ch1_100.580320_101.261890_q17_T_T,0.681564626,83.33558714,477.6259218,208.8322258,63.9575093,208.6263085,1270.616257,0.876923077,55.41475045,73.44312403,68.95392823,4.11000829,66.82462228,0.03127519,0.088419594,12.52122145,5.868849187,4,0,TRUE,1,300,301,301,English,Female,-0.5732,-0.7075,0.5812,0.1373,0.3272,0.1568,1.4347,1.4115,2.0024,0.1328,0.5832,-1.4585,0.7104,0.6936,0.1553,-0.419,1.6677,4,118.18,142.8,4,1.6,1,1.8,0.2,0,0.2,-4.36,0,-2.3,118.18,0,0,1,0,0.25,0.125,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0.46,0.54,0.52,0.48
2993,do you have other forms of social media,p450p451-part2_ch1_237.860771_240.128241_q9_T_T,2.267460317,76.18322349,144.8948804,119.3665754,9.636978478,117.9382926,188.0201923,0.811659193,43.52297079,72.31442985,65.9263885,7.073211117,63.50808182,0.020361782,0.083948894,14.73352486,3.528176409,8,0,TRUE,1,450,451,451,English,Male,-0.1459,-0.3433,-0.9855,-0.2103,-0.9032,-0.0483,-0.5763,1.3049,1.0132,0.0725,0.2413,-0.8267,0.4685,-0.7936,-0.5276,0.6717,0.0423,8,80.28,114.7,11,3.2,3,1.4,7.98,2,7.98,3.55,0,4.1,80.28,0,0,1,0,0.25,0.125,0,0,0,0,0.125,0,0,0,0.125,0,0.25,0,0,0.47,0.53,0.44,0.56
2994,twenty years,p254p255-part1_ch2_109.100050_109.880050_q2_T_T,0.78,75.14170215,580.6928005,150.4077498,97.87124645,140.2365905,1445.281851,0.52,39.7944404,78.3825819,74.45241299,10.00838525,74.2733589,0.026572792,0.052466304,10.90743494,2.564102564,2,0,TRUE,1,254,255,254,English,Male,-0.5919,-0.3676,1.5451,0.389,1.5416,0.3611,2.0902,-0.129,0.6737,0.785,1.3274,-0.1049,1.4596,-0.3003,-1.3921,-0.2292,-0.614,2,77.91,114.8,3,0.8,0,5.5,0.1,0,0.1,1.3,0,2.9,77.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.19,0.81,0.42,0.58
2995,wilmington how big is wilmington,p502p503-part2_ch1_8.270835_10.073503_q1_F_F,1.802675737,77.5622355,213.8662323,128.2019001,40.1060462,119.8957783,301.4155066,0.661016949,28.59396201,84.18345709,72.23450238,11.79943783,65.8684385,0.023929582,0.117625453,13.30487749,2.773654683,5,1,FALSE,1,502,503,503,English,Male,-0.2852,-0.3111,-0.585,-0.0397,-0.059,-0.0123,-0.3358,0.5643,-0.3463,1.4661,1.0449,0.3355,0.6858,-0.5102,0.3971,0.3353,-0.4713,5,49.48,93.8,9,10,3.5,7.4,7.04,1,7.04,10.76,0,7.6,49.48,0.4,2,1,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0.2,0.2,0.2,0.71,0.29,0.34,0.66
