,X,Filename,text,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,Trust,Pid1,Pid2,ER_Pid,ER_gender,ER_language,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,freq_long_word,freq_complex_word,reading_ease,Polysyllable_count,sent_count,fernandez_huertta,syble,gunning,inse,difficult,dale,automated,coleman,smog,kincaid,flesch,Conj,Negate,Interrog,Cause,Bio,Health,nonflu,Differ,Money
3441,7514,p390p391-part2_ch1_430.394680_439.825090_q8_F_T,got you um so um what did you do in the hospital how many days did you stay in the hospital,9.430408163,82.77892074,591.0855517,197.1604859,65.98891452,189.2332367,412.1628259,0.49787234,25.01454066,78.3274598,67.504276,16.95067026,61.94927004,0.013953654,0.059709974,18.4220032,2.226838927,21,TRUE,390,391,391,Female,Mandarin,1.658,-0.7687,0.9998,-0.2251,0.3448,-0.2768,-0.3551,-0.4374,-0.8342,0.7088,0.3227,1.595,0.1476,-0.5771,-0.3948,0.7452,-0.4013,21,0.095238095,1.04,84,2,1,113.4,25,8.4,12.5,0,1.04,5,2.32,0,6.8,84,0.095238095,0,0.095238095,0.047619048,0.095238095,0.095238095,0.095238095,0,0
3442,7515,p458p459-part1_ch2_1518.884770_1527.928000_q24_F_F,o k and um was there anybody supervise the test i mean,9.043219955,78.15791232,593.5920286,116.9241039,50.84684927,108.7679069,310.0567649,0.40399556,27.22014081,75.2945435,61.3806507,12.60630278,56.11527962,0.039036384,0.091017197,11.3989141,1.326960979,12,FALSE,458,459,458,Male,Mandarin,1.4507,-0.3922,1.348,-0.391,0.1148,-0.3208,-0.3173,-0.6292,-0.5874,0.2773,-0.6723,0.4683,-0.2984,0.5856,-0.0903,-0.3175,-1.1902,12,0.166666667,5.55,84.68,1,1,116.6,15,8.13,6,1,5.55,1.4,2.6,0,4.4,84.68,0.083333333,0,0,0,0,0,0.083333333,0,0
3443,7518,p534p535-part2_ch1_1258.870442_1270.750442_q18_F_T,"[""okay um do you uh let me see um if you attended a college whats what's your major""]",11.88,199.2193476,369.2739376,241.637086,25.89851928,234.2389458,180.1472201,0.398312236,24.96749955,75.3566914,63.8236768,17.12374244,45.97797993,0.008612224,0.037144075,24.58789582,1.515151515,18,TRUE,534,535,535,Female,Mandarin,2.317,2.0249,-0.2694,0.6405,-0.8089,0.5741,-0.8883,-0.9563,-0.8389,0.2472,-0.3347,1.6395,-1.5688,-0.9731,-1.0891,2.2297,-1.0002,18,0.111111111,5.41,87.05,1,1,116.5,22,9.42,9,1,5.41,4.3,2.72,0,5.6,87.05,0.055555556,0,0.055555556,0,0,0,0.166666667,0.055555556,0
3444,7525,p558p559-part2_ch1_435.487880_435.762310_q23_F_T,yeah,0.274421769,139.5515625,196.1461378,162.6636374,18.98308675,155.6892024,473.8100162,0.666666667,57.42535279,65.12559384,62.42578519,1.932814332,61.98823052,0.078564377,0.276078038,5.965289173,3.644025781,1,TRUE,558,559,559,Male,Mandarin,-0.9085,1.0807,-0.9262,0.4992,-0.8022,0.5664,0.059,0.74,2.4272,-1.3028,-0.4857,-2.2803,0.3327,3.5166,5.6029,-1.6257,0.7594,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
3445,7526,p418p419-part2_ch1_451.230420_454.620420_q8_T_T,how was the last tr- who was the last person you were in a physical fight with,3.39,79.70064709,227.5371069,176.2217689,27.70115698,171.7793788,193.9146795,0.50297619,32.79775426,82.49560837,72.12577134,9.427715444,69.32591513,0.01351202,0.05846575,13.81954904,5.014749263,17,TRUE,418,419,419,Female,Mandarin,0.0328,-0.8425,-1.0804,-0.6326,-0.757,-0.6068,-0.8567,-0.4108,-0.0574,1.3564,1.1481,-0.3423,0.9403,-0.6098,-0.4331,-0.3629,1.9445,17,0.055555556,5.41,88.06,1,1,117.5,20,9.15,8.5,1,5.41,4.3,3.25,0,5.2,88.06,0.055555556,0,0.111111111,0.055555556,0.055555556,0.055555556,0,0,0
3446,7528,p544p545-part1_ch2_580.965674_583.866961_q19_F_T,uh so you rent some tennis rackets,2.901292517,92.3941898,599.5433256,145.9296454,106.5920346,115.8185273,503.0977307,0.466898955,23.54876873,72.28674142,64.42263744,13.13118909,60.02184858,0.022035901,0.085163963,11.41068046,2.412717766,7,TRUE,544,545,544,Male,Mandarin,-0.2018,-0.0507,1.3821,0.1735,1.7189,-0.1875,0.1263,-0.3013,-0.9538,-0.1901,-0.129,0.6034,0.1214,-0.675,-0.2704,-0.3147,-0.2766,7,0.142857143,6.24,89.75,0,1,121.7,9,2.8,2.5,1,6.24,0.9,3.26,0,2.5,89.75,0.142857143,0,0,0,0,0,0.142857143,0,0.142857143
3447,7529,p410p411-part1_ch2_1280.693490_1281.163490_q11_T_F,kindle,0.47,160.0949944,320.6615743,227.2792957,49.1520486,202.8428698,722.6819316,0.590909091,44.98030011,85.86125813,81.52745246,12.43570351,78.68179034,0.019055963,0.068141685,16.69224926,2.127659574,1,FALSE,410,411,410,Male,Mandarin,-0.8559,1.5735,-0.2137,1.7567,0.066,1.4579,0.6309,0.3451,1.1852,1.9191,2.9259,0.4243,2.1267,-0.896,-0.7941,0.9569,-0.5165,1,0,19.48,36.62,0,1,85.8,2,0.4,-0.5,1,19.48,7.3,-10.61,0,8.4,36.62,0,0,0,0,0,0,0,0,0
3448,7532,p426p427-part2_ch1_1851.042825_1864.147902_q13_F_F,mm hmm um uh so uh are you you mentioned you had a girlfriend in high school um are you currently in a relationship,13.10507937,73.9123151,517.1520557,189.8597564,52.35264169,201.8251164,354.6860905,0.507268554,29.62485889,75.13014167,67.99555086,14.83587559,64.54901744,0.016479225,0.049868287,16.46920596,1.831350985,24,FALSE,426,427,427,Female,Mandarin,2.6466,-0.9814,0.5768,-0.3672,-0.0476,-0.0388,-0.4872,-0.3884,-0.374,0.212,0.4104,1.0504,0.427,-0.3898,-0.6976,0.275,-0.7341,24,0.166666667,7.46,72.5,2,1,104.4,31,12.93,14,4,7.46,8.6,5.23,0,9.1,72.5,0.041666667,0,0,0,0,0,0.25,0,0
3449,7533,p562p563-part2_ch1_220.130270_223.650270_q13_F_T,um= who ended your last romantic relationship,3.52,79.93199026,429.7300382,120.3203735,39.80976389,111.6321917,330.8690626,0.515759312,20.66312503,76.96896234,62.16615989,15.03575868,56.52704774,0.021630784,0.093835852,14.48478704,1.988636364,7,TRUE,562,563,563,Male,Mandarin,-0.0353,-0.3497,0.4104,-0.3249,-0.2028,-0.2666,-0.2695,-0.0466,-1.2418,0.5374,-0.532,1.0939,-0.2542,-0.7051,-0.0036,0.4255,-0.6335,7,0.25,10.75,38.99,2,1,85.7,13,14.23,4.5,3,10.75,8.3,11.55,0,9.6,38.99,0,0,0.125,0,0,0,0.125,0,0
3450,7534,p428p429-part1_ch2_88.459000_93.429000_q22_T_T,um right do you own a ereader of any kind,4.97,75.49730104,471.0862966,100.072433,48.68099137,89.45176053,253.265008,0.409736308,27.94913018,75.44762856,64.27609194,14.89385755,55.47709242,0.022149844,0.081294977,14.98890499,2.012072435,10,TRUE,428,429,428,Male,Mandarin,0.3548,-0.4561,0.647,-0.719,0.0524,-0.686,-0.4478,-0.5993,-0.5146,0.3011,-0.1552,1.0573,-0.367,-0.6666,-0.3894,0.5468,-0.6137,10,0.1,5.71,103.63,0,1,130.7,11,4,4,1,5.71,-1.5,-0.21,0,1.3,103.63,0,0,0,0,0,0,0.1,0,0
3451,7542,p412p413-part1_ch2_759.341130_759.918310_q17_F_T,yeah,0.577188209,82.91155792,203.8095411,157.6280578,30.53773664,163.6787641,799.5602269,0.5,47.23762462,77.19505595,69.50627286,9.600197145,63.31499634,0.021862861,0.121673174,8.766744315,1.732537126,1,TRUE,412,413,412,Female,Mandarin,-0.724,-0.7655,-1.2162,-0.9945,-0.6754,-0.76,0.5351,-0.4263,1.3838,0.5328,0.6803,-0.2978,0.2944,0.0094,1.5114,-1.5794,-0.8172,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
3452,7545,p472p473-part1_ch2_1055.180730_1061.000730_q15_T_T,uh you said right now you are uh under your moms custody,5.82,76.77006899,591.2503419,209.5395498,66.27925001,192.4256072,607.2216903,0.701208981,19.79486798,65.35556104,58.69431158,11.90268999,57.07312078,0.012828892,0.066825816,16.1214358,2.06185567,12,TRUE,472,473,472,Female,Mandarin,0.6866,-0.9128,1.0008,0.0158,0.3531,-0.2165,0.0931,0.6225,-1.3551,-1.3068,-1.2508,0.2951,-0.3764,-0.6605,-0.1759,0.1913,-0.5402,12,0.083333333,5.55,93.14,0,1,122.6,14,4.8,5,1,5.55,2.2,3.58,0,3.3,93.14,0,0,0,0,0,0,0.166666667,0,0
3453,7549,p468p469-part1_ch2_1508.516600_1511.071450_q23_T_T,uh okay,2.554852608,81.98455634,484.4029042,171.5380807,52.23274944,159.5303818,477.9595841,0.400793651,24.24754513,67.60457338,58.6629941,15.8496572,39.43013371,0.024279378,0.05430111,20.09480435,0.782824024,2,TRUE,468,469,468,Female,Mandarin,-0.1919,-0.7877,0.3894,-0.7238,-0.0511,-0.8384,-0.2039,-0.9434,-0.9107,-0.9574,-1.2563,1.3114,-2.2725,0.1886,-0.5612,1.1479,-1.6164,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-6.4,-13.21,0,-3.1,120.21,0,0,0,0,0,0,0.5,0,0
3454,7553,p282p283-part2_ch1_334.907030_338.377030_q10_T_F,uh have you bought have you ever bought anything on amazon,3.47,84.41527543,164.5608329,100.4033003,12.90468778,95.3816572,247.4920519,0.723837209,24.84239015,66.0108448,56.78552589,7.588343143,56.78867137,0.03393745,0.089876691,13.08897552,3.170028818,11,FALSE,282,283,283,Male,Mandarin,-0.0488,-0.2421,-1.1069,-0.7125,-0.9771,-0.5739,-0.4611,1.038,-0.8247,-1.1653,-1.493,-0.8239,-0.2261,0.2075,-0.1254,0.0894,0.3606,11,0.090909091,5.62,85.69,0,1,117.6,14,4.4,4.5,1,5.62,4.6,6.82,0,4,85.69,0,0,0,0,0,0,0.090909091,0,0.181818182
3455,7555,p406p407-part2_ch1_409.007180_412.427180_q15_T_T,uh she hes in in restaurant all the time right,3.42,90.71193795,259.7894883,216.1833442,23.33057629,220.2912878,284.2889947,0.81120944,32.38842333,75.65641099,68.9564982,9.110602613,67.71490692,0.014062515,0.044440234,18.57862519,2.923976608,10,TRUE,406,407,407,Female,Mandarin,0.0409,-0.5783,-0.8959,0.1451,-0.8828,0.3104,-0.649,1.1959,-0.0982,0.2937,0.5821,-0.4239,0.7672,-0.569,-0.8646,0.7829,0.1853,10,0.1,5.71,103.63,0,1,130.7,11,4,4,1,5.71,1,2.7,0,1.3,103.63,0,0,0,0,0.1,0,0.1,0,0
3456,7557,p272p273-part1_ch2_956.534220_960.324220_q12_T_F,ok my cou- your cousin uh how old is your cousin,3.79,100.4886825,589.5962367,124.9080486,48.03751432,117.5866274,399.4026796,0.515957447,30.03069722,72.302918,65.20659064,12.4355936,62.17194113,0.02484018,0.099083451,13.00893536,2.90237467,11,FALSE,272,273,272,Male,Mandarin,0.0373,0.1435,1.3252,-0.2356,0.0339,-0.154,-0.112,-0.0456,-0.3069,-0.1876,0.011,0.4243,0.3525,-0.4671,0.1578,0.0701,0.1354,11,0,0.55,111.07,0,1,135.6,11,4.4,4.5,0,0.55,0.3,1.02,0,0.5,111.07,0.083333333,0,0.083333333,0.083333333,0,0,0.083333333,0,0
3457,7558,p546p547-part1_ch2_140.342982_143.810418_q7_T_T,no okay not even seafood,3.467437642,89.94546752,148.1933633,116.2676076,13.86741365,112.2597599,66.49494707,0.288629738,24.02361882,74.14461899,62.66527375,15.54169367,43.45657571,0.017250342,0.104064954,13.57735191,1.441986999,5,TRUE,546,547,546,Male,Mandarin,-0.0495,-0.1094,-1.2006,-0.4038,-0.9494,-0.2547,-0.8771,-1.2305,-0.9064,0.0986,-0.4429,1.2241,-1.6588,-1.0299,0.3111,0.207,-1.0934,5,0.2,0.25,117.16,0,1,141.8,5,2,1.5,0,0.25,-0.2,1.48,0,-1.9,117.16,0,0.4,0,0,0,0,0,0.2,0
3458,7559,p482p483-part2_ch1_438.732620_443.057770_q15_F_T,okay and um who ended your last romantic relationship,4.325147392,76.95448582,594.2203034,189.8897082,71.92901724,181.0595159,616.5903361,0.675990676,33.03652609,72.02693731,64.37502705,9.257303541,61.51318157,0.019984217,0.05971717,15.36687934,2.080853942,9,TRUE,482,483,483,Female,Mandarin,0.2844,-0.9084,1.0178,-0.3666,0.5157,-0.4314,0.1146,0.491,-0.0335,-0.2702,-0.2362,-0.3861,0.1007,-0.1299,-0.3946,0.0096,-0.5242,9,0.222222222,9.35,53.88,2,1,95.7,15,12.49,5.5,3,9.35,6.6,9.94,0,8,53.88,0.111111111,0,0.111111111,0,0,0,0.111111111,0,0
3459,7560,p236p237-part2_ch1_1285.113550_1291.473550_q11_F_F,ok do you ha- do you need to buy many text books in columbia,6.36,113.4335283,564.5401384,148.8457899,54.69913806,139.1805289,244.4897945,0.396524487,15.45902017,75.0850192,63.57384182,18.21870249,56.97685305,0.021700452,0.071387298,12.22158005,2.201257862,14,FALSE,236,237,237,Male,Mandarin,0.7288,0.4541,1.1818,0.2302,0.2256,0.2542,-0.468,-0.6681,-1.7612,0.2447,-0.2806,1.9135,-0.2058,-0.6999,-0.6942,-0.1194,-0.4546,14,0.066666667,5.46,99.57,1,1,126.6,16,8.46,7,1,5.46,1.4,1.21,0,2.9,99.57,0,0,0,0,0,0,0,0,0.066666667
3460,7563,p274p275-part2_ch1_294.236290_296.486290_q8_F_F,ok so how was that li- how was that like,2.25,96.41775812,408.5005847,122.7270974,40.35689905,114.9588318,432.7411407,0.707207207,28.74569619,74.21702492,65.51716447,9.657487225,62.37509497,0.017918313,0.099872857,12.79879738,4.444444444,10,FALSE,274,275,275,Male,Mandarin,-0.377,0.0458,0.2889,-0.2781,-0.1871,-0.2037,-0.0354,0.9513,-0.4351,0.1098,0.0664,-0.2911,0.3743,-0.9804,0.1821,0.0195,1.4329,10,0,0.5,112.09,0,1,136.7,10,4,4,0,0.5,-1.9,-1.37,0,0.1,112.09,0.272727273,0,0.181818182,0.181818182,0,0,0,0,0
3461,7569,p462p463-part2_ch1_355.136220_356.036220_q11_T_T,uh why,0.9,96.65772576,118.7850547,106.0756053,4.459721224,106.3731376,223.4061897,0.747126437,41.77054322,67.81198601,61.84970315,6.353003041,60.8728035,0.044549925,0.135490039,9.42761468,2.222222222,2,TRUE,462,463,463,Male,Mandarin,-0.7402,0.0516,-1.3689,-0.6021,-1.2201,-0.366,-0.5165,1.1594,0.8648,-0.8854,-0.5886,-1.142,0.2129,0.9944,1.2778,-0.7921,-0.4369,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-8.8,-16.11,0,-3.1,120.21,0,0,0.5,0.5,0,0,0.5,0,0
3462,7572,p476p477-part1_ch2_63.785383_65.867891_q2_T_F,six where did you move after,2.082517007,81.48262673,546.3802341,108.6181772,61.45255789,102.0536768,559.6462978,0.517073171,28.12281432,71.53258008,64.58803479,13.46411904,59.45137182,0.021784287,0.096083231,14.01077517,2.881128932,6,FALSE,476,477,476,Male,Mandarin,-0.4221,-0.3125,1.0779,-0.5526,0.42,-0.4477,0.2562,-0.0398,-0.4973,-0.3073,-0.0995,0.6892,0.0601,-0.6937,0.0655,0.3113,0.1175,6,0,0.3,99.23,0,1,128.7,7,2.4,2,0,0.3,-0.5,1.38,0,0.9,99.23,0,0,0.166666667,0,0,0,0,0,0
3463,7573,p272p273-part2_ch1_82.105950_82.640150_q17_T_T,mm hm,0.534195011,213.1195007,244.6052845,223.0001348,6.233349689,222.0930598,164.5576619,1,61.83634085,70.72985094,66.82006531,2.252072244,65.43783942,0.006537962,0.048406274,25.20380668,3.743951099,2,TRUE,272,273,273,Female,Mandarin,-0.7356,2.3584,-0.9828,0.2778,-1.3748,0.3444,-0.9241,2.1799,2.8408,-0.4718,0.2005,-2.19,0.5225,-1.127,-0.7426,2.378,0.8752,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-11.1,-19.01,0,-3.1,120.21,0,0,0,0,0,0,1,0,0
3464,7576,p366p367-part1_ch2_559.296670_561.405750_q8_T_F,mhm for something else,2.109070295,123.968224,586.7888734,147.4504603,50.41419091,140.2938679,646.808909,0.410628019,21.71793822,63.03012065,53.23455329,13.24426442,42.15629599,0.036533887,0.107666128,11.98639267,1.896570261,4,FALSE,366,367,366,Male,Mandarin,-0.4149,0.7068,1.3091,0.2031,0.1023,0.2753,0.4565,-0.5946,-1.1365,-1.6284,-2.1272,0.6325,-1.7985,0.4,0.4219,-0.1761,-0.7109,4,0.25,0.2,92.8,0,1,124.8,5,1.6,1,0,0.2,2.9,4.35,0,1.3,92.8,0,0,0,0,0,0,0,0.25,0
3465,7577,p388p389-part1_ch2_500.984040_501.354040_q14_T_F,what,0.37,204.9748407,518.4313141,306.805851,100.6464671,287.5785613,1424.802152,0.352941176,40.22192131,71.57805458,65.23171946,9.662628789,58.4392989,0.043198009,0.105174533,7.873541753,2.702702703,1,FALSE,388,389,388,Female,Mandarin,-0.7797,2.163,0.5841,1.9088,1.3421,1.5825,1.972,-1.1928,0.6836,-0.34,-0.0832,-0.2818,-0.2296,1.5914,1.0038,-1.7945,-0.0009,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0
3466,7578,p458p459-part1_ch2_406.212590_408.452590_q7_T_T,have you ever stayed overnight in your hospital,2.24,101.4377722,165.1395564,116.8062695,11.11295362,114.8457106,168.8144534,0.63800905,41.83519798,74.00673398,68.11269666,6.823589433,67.30803257,0.029046186,0.07733504,10.63078255,3.571428571,8,TRUE,458,459,458,Male,Mandarin,-0.3797,0.1663,-1.1036,-0.3933,-1.0287,-0.2059,-0.6419,0.5906,0.8713,0.0772,0.53,-1.0208,0.9044,-0.1552,-0.5113,-0.5024,0.6983,8,0.25,0.4,80.28,1,1,114.7,11,3.2,4,0,0.4,6.1,9.35,0,4.1,80.28,0,0,0,0,0.125,0.125,0,0,0
3467,7585,p436p437-part2_ch1_163.606760_165.326760_q3_F_F,and she knows a lot of people,1.72,125.3806327,406.6318794,250.2984113,45.97560956,246.9970925,550.2471707,0.75739645,28.13726646,76.25023954,66.98880313,9.081547184,65.24804981,0.014454763,0.065725567,17.04113165,4.069767442,7,FALSE,436,437,437,Female,Mandarin,-0.4165,0.2534,-0.0556,0.809,-0.2311,0.8153,-0.0378,0.9154,-0.5225,0.386,0.2306,-0.4314,0.5021,-0.5399,-0.2098,0.4127,1.1494,7,0,0.35,106.67,0,1,133.7,8,2.8,2.5,0,0.35,-2.5,-0.87,0,0.1,106.67,0.142857143,0,0,0,0,0,0,0,0
3468,7586,p506p507-part2_ch1_379.475680_382.635680_q8_F_T,hm okay,3.16,79.91125863,574.7423793,125.0915431,79.25464315,110.2657434,380.2174529,0.207667732,26.46136502,70.48081856,59.99494903,13.98833596,38.26137135,0.041551037,0.10783977,10.87890178,0.632911392,2,TRUE,506,507,507,Male,Mandarin,-0.1322,-0.3502,1.2402,-0.232,0.9323,-0.2924,-0.1561,-1.6525,-0.6631,-0.4707,-0.9198,0.8241,-2.2171,0.772,0.4272,-0.4427,-1.7742,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-6.4,-13.21,0,-3.1,120.21,0,0,0,0,0,0,0.5,0,0
3469,7587,p426p427-part2_ch1_2036.218787_2044.526234_q20_T_F,uh huh um uh and do you uh where are these roommates from like how do you know them,8.307437642,86.23219265,592.455429,188.3885683,47.39952675,195.1320677,426.0747626,0.495767836,29.36214818,80.24283706,67.96378778,14.85193281,63.74241015,0.020254776,0.04992857,15.85371879,2.287107147,19,FALSE,426,427,427,Female,Mandarin,1.3558,-0.6858,1.0077,-0.3958,-0.1902,-0.1653,-0.3232,-0.4484,-0.4002,1.0064,0.4048,1.0545,0.3403,-0.1098,-0.6958,0.1268,-0.3506,19,0.052631579,5.41,94.49,0,1,121.5,20,7.6,8.5,1,5.41,4.2,2.56,0,4.8,94.49,0.105263158,0,0.105263158,0.052631579,0,0,0.263157895,0,0
3470,7588,p406p407-part2_ch1_804.385980_805.125980_q10_T_F,never before,0.74,137.6470859,594.5392641,254.6000128,97.24555821,218.3231781,1792.068919,0.732394366,45.02937982,71.22806016,67.38889824,6.330347943,66.97433742,0.021329252,0.103359484,13.13125228,2.702702703,2,FALSE,406,407,407,Female,Mandarin,-0.6802,0.5477,1.0196,0.8927,1.2443,0.2731,2.816,0.785,1.1634,-0.3943,0.3021,-1.1399,0.6876,-0.0302,0.948,-0.5286,-0.0009,2,0,0.1,35.61,0,1,84.8,4,0.8,0,0,0.1,5.5,1.3,0,8.8,35.61,0,0.5,0,0,0,0,0,0,0
3471,7591,p382p383-part2_ch1_287.187700_287.721980_q11_T_F,you do,0.534285714,174.0573672,345.2361461,230.1357269,48.01057953,216.1853199,705.3158504,0.7,35.40661522,72.72328302,68.27303237,12.95818488,67.74229686,0.027073523,0.074329058,15.38581662,3.743315508,2,FALSE,382,383,383,Female,Mandarin,-0.7355,1.4212,-0.4069,0.4166,-0.1726,0.2327,0.3185,0.6162,0.203,-0.162,0.46,0.5669,0.7701,0.3958,0.0549,0.0142,0.8747,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-8.8,-16.11,0,-3.1,120.21,0,0,0,0,0,0,0,0,0
3472,7592,p284p285-part1_ch2_364.741550_365.931550_q23_F_T,did you ever have a cat,1.19,176.3951129,249.9101866,197.5251414,13.44514608,194.6406986,331.0368704,0.834782609,36.30008407,66.33894419,61.20649259,6.342359179,60.76931189,0.027340642,0.082880951,14.98750191,5.042016807,6,TRUE,284,285,284,Female,Mandarin,-0.5591,1.4773,-0.9524,-0.218,-1.1673,-0.1746,-0.5416,1.3187,0.2922,-1.154,-0.8021,-1.1368,0.0208,0.4156,0.318,-0.0817,1.9674,6,0,0.3,99.23,0,1,128.7,7,2.4,2,0,0.3,-4.4,-3.44,0,0.9,99.23,0,0,0,0,0,0,0,0,0
3473,7593,p432p433-part1_ch2_51.131260_58.121260_q2_T_T,your whole life oh so you just move into new york until you enter the columbia university,6.99,98.75488733,223.47574,126.9921114,21.69681713,122.3394533,204.8044799,0.55316092,32.96026053,79.95987813,70.82784672,13.6760696,65.47202502,0.022655394,0.082564885,16.77926549,2.43204578,17,TRUE,432,433,432,Male,Mandarin,0.8983,0.1019,-0.7698,-0.1951,-0.7241,-0.0642,-0.5592,0.1483,-0.0145,1.0022,1.0149,0.7437,0.7071,-0.6291,-0.3504,0.9779,-0.2604,17,0.117647059,6.34,62.68,2,1,99.5,25,11.51,10.5,2,6.34,7.3,7.31,0,8.7,62.68,0.117647059,0,0,0,0.058823529,0.058823529,0.058823529,0,0
3474,7594,p472p473-part1_ch2_141.405480_141.954430_q2_F_T,uh-huh,0.548956916,181.8758547,285.8393878,219.1907909,26.30985425,212.5794842,567.3993421,0.764705882,24.56666616,62.10216334,57.4246596,8.994661652,56.98283045,0.027714595,0.076141865,15.00840536,1.821636581,1,TRUE,472,473,472,Female,Mandarin,-0.7316,1.6088,-0.7468,0.2036,-0.7971,0.1646,0.0016,0.9535,-0.8789,-1.8123,-1.4775,-0.4538,-0.3861,0.4433,0.1107,-0.0767,-0.7423,1,0,0.05,36.62,0,1,85.8,2,0.4,-0.5,0,0.05,7.3,-16.41,0,8.4,36.62,0,0,0,0,0,0,0,0,0
3475,7595,p492p493-part2_ch1_917.330310_919.511680_q15_F_F,your father why,2.181360544,133.6508765,160.2756352,143.9041622,6.256642501,143.5597176,77.78332875,0.395348837,36.2890169,71.14330244,62.94309798,10.6081235,51.96093357,0.018888257,0.096154398,17.51388369,1.375288468,3,FALSE,492,493,493,Male,Mandarin,-0.3955,0.9391,-1.1315,0.1341,-1.1684,0.337,-0.8511,-0.6743,0.3177,-0.3678,-0.3933,-0.0463,-0.7449,-0.9085,0.0677,1.1547,-1.1495,3,0,0.15,93.81,0,1,125.8,4,1.2,0.5,0,0.15,0.5,-0.46,0,0.9,93.81,0,0,0.333333333,0.333333333,0,0,0,0,0
3476,7598,p552p553-part2_ch1_439.205233_445.833207_q3_F_T,uu okay have you ever broken a bone,6.627981859,91.65955456,324.6214296,175.2617642,59.60191238,161.7979056,104.2633591,0.101669196,21.52086655,81.80508015,65.82194483,15.27498574,36.62183498,0.036841197,0.090941294,12.34754827,1.207003907,8,TRUE,552,553,553,Male,Mandarin,0.8009,-0.0683,-0.1911,0.7443,0.3667,0.6819,-0.7903,-2.2051,-1.1562,1.2889,0.1209,1.1555,-2.3933,0.4228,-0.0927,-0.0891,-1.2911,8,0,0.4,88.74,0,1,120.7,10,3.2,3,0,0.4,-1,0.65,0,2.9,88.74,0,0,0,0,0.125,0,0,0,0
3477,7604,p552p553-part2_ch1_387.549422_388.426847_q15_F_F,and why your mother,0.877414966,107.0030647,167.3901646,127.3581352,15.99363819,122.5298407,295.1381414,0.642857143,55.98025859,77.98371224,72.58113065,5.598292247,69.66506314,0.035338017,0.099244332,7.378639966,4.558846333,4,FALSE,552,553,553,Male,Mandarin,-0.7463,0.2998,-1.0907,-0.1879,-0.8882,-0.0606,-0.3516,0.6159,2.283,0.6951,1.3281,-1.3364,1.1577,0.3113,0.1628,-1.2854,1.5292,4,0,0.2,92.8,0,1,124.8,5,1.6,1,0,0.2,-0.7,0,0,1.3,92.8,0.25,0,0.25,0.25,0,0,0,0,0
3478,7606,p558p559-part2_ch1_234.518526_239.134410_q8_T_T,"[""you haven't so you're remained very healthy in your life""]",4.615873016,77.16217593,353.192214,117.5114956,23.05528197,115.1531588,314.8688521,0.493449782,20.81311355,71.8272124,64.37516463,15.5195743,62.01128402,0.026881534,0.083475576,13.35609041,2.166437414,10,TRUE,558,559,559,Male,Mandarin,0.2595,-0.4161,-0.0276,-0.3796,-0.685,-0.2,-0.3063,-0.1629,-1.2268,-0.2615,-0.1375,1.2184,0.3352,-0.3157,-0.3223,0.1537,-0.4839,10,0.2,5.71,103.63,0,1,130.7,11,4,4,1,5.71,5.7,7.34,0,1.3,103.63,0.1,0.1,0,0,0.1,0.1,0,0.1,0
3479,7610,p546p547-part1_ch2_211.153696_217.503696_q11_T_T,oh okay um who was the last person you were in a physical fight with,6.35,83.01735539,579.2761973,119.4200757,67.46091101,107.7275414,196.5781429,0.419303797,23.00964241,77.11781507,63.34818531,16.44272502,57.54201482,0.023343364,0.071285346,15.07639065,2.362204724,15,TRUE,546,547,546,Male,Mandarin,0.7261,-0.2757,1.2661,-0.3424,0.5929,-0.3404,-0.5781,-0.5494,-1.0076,0.5606,-0.3209,1.4562,-0.1451,-0.5781,-0.6974,0.5679,-0.3191,15,0.066666667,5.43,90.09,1,1,119.6,18,8.67,7.5,1,5.43,3,3.01,0,4.4,90.09,0,0,0.066666667,0,0.066666667,0.066666667,0.133333333,0,0
